0: 12520302 times
1: 12524461 times
2: 12523022 times
3: 12515493 times
4: 12515020 times
5: 12524227 times
6: 12517433 times
7: 12521218 times
8: 12517184 times
9: 12519288 times
0	10141126	1015043	101266	10168	1055	104	11	1	0	0	0	0	0	0	0	0	0	0	0	
1	10144259	1014005	102197	9975	1048	100	10	2	0	0	0	0	0	0	0	0	0	0	0	
2	10142372	1015327	101249	10014	991	109	13	1	0	0	0	0	0	0	0	0	0	0	0	
3	10138262	1012975	101222	10098	1102	95	8	2	0	0	0	0	0	0	0	0	0	0	0	
4	10137625	1012686	101561	10010	1023	112	7	0	0	0	0	0	0	0	0	0	0	0	0	
5	10145087	1015202	101480	10116	1032	101	11	3	0	0	0	0	0	0	0	0	0	0	0	
6	10139009	1014791	101442	10043	1017	113	8	1	0	0	0	0	0	0	0	0	0	0	0	
7	10142493	1014959	100403	10229	985	94	10	0	0	0	0	0	0	0	0	0	0	0	0	
8	10139181	1015515	100864	10139	1021	89	15	1	0	0	0	0	0	0	0	0	0	0	0	
9	10140027	1013338	101137	10210	968	90	9	0	0	0	0	0	0	0	0	0	0	0	0	
