0: 37269950 times
1: 37274504 times
2: 37265218 times
3: 37280590 times
4: 37277668 times
5: 37270268 times
6: 37283152 times
7: 37279469 times
8: 37275992 times
9: 37280464 times
0	30189979	3017260	301954	30353	3050	276	38	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	30191643	3021459	302017	30381	2947	293	43	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	30182852	3018220	301791	30273	2985	290	28	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	30197534	3020005	301743	30085	3008	309	27	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	30191021	3019743	302196	30341	3025	316	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	30187558	3019355	301656	30303	3050	326	28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	30199057	3020055	302053	30292	3004	277	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	30196728	3018579	301683	30215	3000	302	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	30193490	3020116	302661	29770	3035	311	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	30196780	3020390	302234	30240	3036	308	33	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
